rel_entidade;tipo;natureza;identificacao;descricao;data_aquisicao;rel_orgao;situacao;valor_atual;tipo_aquisicao
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPRESSORAS;4829; IMPRESSORA HP MULTIFUNCIONAL LAZER MONO M1132; 13/09/2013; MANUTENÇÃO DO GABINETE DO PREFEITO; Ativo;R$ 89,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MICROCOMPUTADOR;4830; MICROCOMPUTADOR/CPU PEMTIUM 2.9 GHZ/HD500GB/MEM 4 GB/MB H61; 13/09/2013; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 81,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MICROCOMPUTADOR;4831; MICROCOMPUTADOR/CPU PEMTIUM 2.9 GHZ/HD500GB/MEM 4 GB/MB H61; 13/09/2013; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 81,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MONITORES;4832; MONITOR AOC 18,5 ; 13/09/2013; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 41,50; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MONITORES;4833; MONITOR AOC 18,5 ; 13/09/2013; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 41,50; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; ELETRODOMÉSTICOS;4792; LAVADOURA CONSUL FRIA 7K CW107,220V; 30/08/2013; BENS PARA LEILÃO; Baixado;R$ 77,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS MÉDICOS;4789; ESPALDAR FIXO DE MADEIRA 2016 ISP.; 05/08/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 41,80; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS MÉDICOS;4786; NEURODIN III TENS/FES N-45 IBRAMED; 05/08/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 49,90; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; VEICULOS PESADOS;4749; RETROESCAVADEIRA 416E SERIE MAQ. CAT0416EHMFG06748 MOTOR G4D46241-2WPDVOO; 03/08/2013; MANUTENÇÃO DA SECRETARIA DE OBRAS E SERV; Ativo;R$ 14.455,90; Doação
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS DOMÉSTICOS;4747; FOGÃO A GÁS 6 BOCAS COM FORNO VENANCIO; 04/07/2013; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 134,40; Compra Normal
 CÂMARA MUNICIPAL BALNEÁRIO GAIVOTA; MOVEIS; Cod.: 3 - INFORMATICA;166; CELULAR  GALAX   2 SANSSUNG COR PRETO; 25/06/2013; ARQUIVO MORTO; Baixado;R$ 264,47; Compra
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MICROCOMPUTADOR;4741; CPU PENTIUM 2.9GHZ/HD 320GB/MEM 4GB/MB GIGABYTE/GABINETE/GRAVADORA DE DVD/; 04/06/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 89,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MÁQUINAS, MOTORES;4745; COMPRESSOR CRISTOFOLI 9001 38L 220V SERIAL C9C1220006; 03/06/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 210,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; INSTRUMENTOS E UTENSÍLIOS;4746; EQUIPO 4T CART 2009 292600 DABI; 03/06/2013; FUNDO MUNICIPAL DE SAUDE; Baixado;R$ 120,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4744; TROCADOR PARA BEBES DE MADEIRA COM BASE ESTOFADA EM CORINO SOB MEDIDA; 03/06/2013; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 45,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4737; BALCÃO 3,10X1,20X0,40 COM PORTA DE PASSAGEM MARCENARÍA.; 03/06/2013; MANUTENÇÃO DA SECRETARIA DE ARRECADAÇÃO; Ativo;R$ 99,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; FERRAMENTAS;4536; FURADEIRA IMPACTO 750 W RT-ID75; 28/05/2013; BENS PARA LEILÃO; Baixado;R$ 46,50; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MICROCOMPUTADOR;4707; CPU PENTIUM 2,9 GHZ/HD 320GB/MEM 4GB/MB; 22/05/2013; MANUTENÇÃO DA SECRETARIA DE ARRECADAÇÃO; Ativo;R$ 84,90; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4704; MESA OFFICE EM L MED. 1355X1350MM SC-400; 21/05/2013; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 67,72; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4717; MESA PRÉ ESCOLAR OITAVADA COM CADEIRA; 21/05/2013; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 149,77; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4718; MESA PRÉ ESCOLAR OITAVADA COM CADEIRA; 21/05/2013; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 149,77; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4719; MESA PRÉ ESCOLAR OITAVADA COM CADEIRA; 21/05/2013; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 149,77; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4725; MESA PRÉ ESCOLAR OITAVADA COM CADEIRA; 21/05/2013; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 149,77; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4726; MESA PRÉ ESCOLAR OITAVADA COM CADEIRA; 21/05/2013; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 149,77; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4727; MESA PRÉ ESCOLAR OITAVADA COM CADEIRA; 21/05/2013; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 149,77; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4730; MESA PRÉ ESCOLAR OITAVADA COM CADEIRA; 21/05/2013; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 149,77; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4731; MESA PRÉ ESCOLAR OITAVADA COM CADEIRA; 21/05/2013; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 149,77; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4708; CADEIRA GIRATÓRIA PRESIDENTE SC-129; 21/05/2013; MANUTENÇÃO DO GABINETE DO PREFEITO; Ativo;R$ 36,95; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;7691; CADEIRA GIRATÓRIA PRESIDENTE SC-129; 21/05/2013; BENS INSERVÍVEIS; Ativo;R$ 36,95; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4594; CADEIRA GIRATÓRIA PRESIDENTE SC-129; 21/05/2013; DIRETORIA DE AGRICULTURA; Ativo;R$ 36,95; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4596; MESA OFFICE MED. 1350X1350 mm SC-400; 21/05/2013; DIRETORIA DE AGRICULTURA; Ativo;R$ 67,72; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4597; ARMARIO ALTO DUAS PORTAS MDF ESCRITÓRIO; 21/05/2013; BENS INSERVÍVEIS; Ativo;R$ 88,30; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4598; ARQUIVO 4 SUPORTES MDF ESCRITÓRIO; 21/05/2013; MANUTENÇÃO DA SECRETARIA DE ARRECADAÇÃO; Ativo;R$ 59,90; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4701; GAVETEIRO VOLANTE COM TRES GAVETAS; 21/05/2013; BENS PARA LEILÃO; Baixado;R$ 284,54; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;7919; LONGARINA SECRETÁRIA TRES LUGARES D-21; 21/05/2013; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 42,02; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4703; MESA OFFICE EM L MED. 1500X1500mm SC-400; 21/05/2013; MANUTENÇÃO DO GABINETE DO PREFEITO; Ativo;R$ 71,68; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; APARELHOS ELETRO-ELETRÔNICOS;4720; TV LED PH24D20DM FHILCO PRETO FULL HD; 10/05/2013; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 65,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; APARELHOS ELETRO-ELETRÔNICOS;4724; TV LED PH24D20DM FHILCO PRETO FULL HD; 10/05/2013; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 65,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; UTENSÍLIO MÓVEL;4710; MESA TÊNIS DOBRAVEL STANDARCT SM 15MM  61013; 08/05/2013; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 47,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; APARELHOS ELETRO-ELETRÔNICOS;4537; BALANÇA AR ELETRONICA GARAGEM- EXELBR (CALIBRADOR DE PNEUS); 02/05/2013; BENS PARA LEILÃO; Baixado;R$ 60,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Ar Condicionado;4514; AR CONDICIONADO ELCTROLUX-  CA TEO9R/TI 09R 220/V 1F; 10/04/2013; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 175,70; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Ar Condicionado;4515; AR CONDICIONADO ELCTROLUX- UN EXT CA TEO9R/ CA TI09R 220/V 1F; 10/04/2013; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 175,70; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Ar Condicionado;4516; AR CONDICIONADO ELCTROLUX- UN EXT CA TEO9R/CA TI09R 220/V 1F; 10/04/2013; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 175,70; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS DOMÉSTICOS;4508; ESTANTE DE METAL ( USADA ); 10/04/2013; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 38,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS DOMÉSTICOS;4509; ESTANTE DE METAL ( USADA ); 10/04/2013; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 38,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS DOMÉSTICOS;4510; ESTANTE DE METAL ( USADA ); 10/04/2013; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 38,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS DOMÉSTICOS;4511; ESTANTE DE METAL ( USADA ); 10/04/2013; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 38,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; CÂMARA FOTOGRÁFICA;4099; CAMERA DIGITAL SANSUNG ES65 10 2BAT; 09/04/2013; BENS PARA LEILÃO; Baixado;R$ 39,80; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MICROCOMPUTADOR;4506; CPU 13/MEM 4 GIGA/PLACA MAE/ GABINETE 4 BAIAS/GRAV DVD/ FONTE/ MONITOR 18,5/MOUSE/TECLADO/CX DE SOM/ESTABILIZADOR; 09/04/2013; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 162,75; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MICROCOMPUTADOR;4507; CPU 13/MEM 4 GIGA/PLACA MAE/ GABINETE 4 BAIAS/GRAV DVD/ FONTE/ MONITOR 18,5/MOUSE/TECLADO/CX DE SOM/ESTABILIZADOR; 09/04/2013; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 162,75; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MICROCOMPUTADOR;4319; CPU PENTIUM DUAL CORE; 26/03/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 99,80; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MICROCOMPUTADOR;4501; SERVIDOR HP PROLIAT ML 310E G8 E3-1230- GAR REDE AUTORIZADA; 22/03/2013; MANUTENÇÃO DA SECRETARIA DE ADMINISTRAÇÃ; Ativo;R$ 499,80; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MICROCOMPUTADOR;4503; MICROCOMPUTADOR PENTIUM DUAL CORE 3.0; 20/03/2013; SECRETÁRIO DA CULTURA; Ativo;R$ 128,50; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Ar Condicionado;4901; AR CONDICIONADO 9000 BTUS SPLIT QUENTE E FRIO-CONSUL; 19/03/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 147,70; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Ar Condicionado;4778; AR CONDICIONADO 9000 BTUS SPLIT QUENTE E FRIO-CONSUL; 19/03/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 147,70; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Ar Condicionado;4898; AR CONDICIONADO 9000 BTUS SPLIT QUENTE E FRIO-CONSUL; 19/03/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 147,70; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Ar Condicionado;4908; AR CONDICIONADO 9000 BTUS SPLIT QUENTE E FRIO-CONSUL; 19/03/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 147,70; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Ar Condicionado;4909; AR CONDICIONADO 9000 BTUS SPLIT QUENTE E FRIO-CONSUL; 19/03/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 147,70; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Ar Condicionado;7371; AR CONDICIONADO 9000 BTUS SPLIT QUENTE E FRIO-CONSUL; 19/03/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 147,70; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Ar Condicionado;5265; AR CONDICIONADO 9000 BTUS SPLIT QUENTE E FRIO-CONSUL; 19/03/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 147,70; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; ELETRODOMÉSTICOS;5256; AR CONDICIONADO 9000 BTUS SPLIT QUENTE E FRIO-CONSUL; 19/03/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 147,70; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Ar Condicionado;5255; AR CONDICIONADO 9000 BTUS SPLIT QUENTE E FRIO-CONSUL; 19/03/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 147,70; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Ar Condicionado;5258; AR CONDICIONADO 9000 BTUS SPLIT QUENTE E FRIO-CONSUL; 19/03/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 147,70; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; ELETRODOMÉSTICOS;4742; REFRIGERADOR ELETROLUX  260 LTS; 07/03/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 197,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4355; ALMOFADA EM COURINO PARA ASSENTO E ENCOSTO; 05/03/2013; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 40,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4372; ALMOFADA EM COURINO PARA ASSENTO E ENCOSTO; 05/03/2013; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 40,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4348; BALCÃO 02 PORTAS PARA BEBEDOURO 0,70X0,80X0,45; 05/03/2013; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 42,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4374; MESA DE ATENDIMENTO RECEPÇÃO 1,70X0,80X1,40; 05/03/2013; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 102,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4349; PAINEL COM NICHOS PARA MURAL; 05/03/2013; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 52,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4350; PAINEL PARA REVESTIMENTO COM MESA DE CANTO; 05/03/2013; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 65,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS DOMÉSTICOS;4377; ASPIRADOR DE PÓ SILE ARNO PEROLA 220 V; 01/03/2013; MANUTENÇÃO DA SECRETARIA DE ADMINISTRAÇÃ; Ativo;R$ 31,50; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MICROCOMPUTADOR;5143; CPU/13 MEM 4GB/HD 500GB/MB GIGABYTE/GABINETE 4 BAIAS/GRAV DVD; 21/02/2013; DIRETORIA DE AGRICULTURA; Ativo;R$ 116,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPRESSORAS;4437; IMPRESSORA MULTIFUNCIONAL LASER BROTHER 8080DN; 20/02/2013; BENS PARA LEILÃO; Baixado;R$ 1.439,69; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MÁQUINAS PARA ESCRITÓRIO;4439; FRAGMENTADORA DE PAPEL AURORA COM CESTO AS1030CD 220V; 01/02/2013; MANUTENÇÃO DA SECRETARIA DE ADMINISTRAÇÃ; Ativo;R$ 62,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; PERIFÉRICOS - COMPUTAÇÃO;4433; HD EXTERNO ITB HITACHI OS 03463 TOURO USB 3 0 FAST 2,05'' PRETO BOX; 01/02/2013; MANUTENÇÃO DA SECRETARIA DE ADMINISTRAÇÃ; Ativo;R$ 46,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPRESSORAS;4407; IMPRESSORA HP MULTIFUNCIONAL LASER MONO M1132; 31/01/2013; MANUTENÇÃO DA SECRETARIA DE ARRECADAÇÃO; Ativo;R$ 84,50; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; ELETRODOMÉSTICOS;4743; REFRIGERADOR ELETROLUX 2 PORTAS 260 LTS; 29/01/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 197,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4772; BEBEDOURO ELETRICO TIPO PRESSÃO- IBBL; 29/01/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 71,90; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS MÉDICOS;5270; MACA CARRO PADIOLA DE 5  COR BRANCA- SANTA LUZIA; 29/01/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 119,10; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS MÉDICOS;5245; CARRO PADIOLA DE 5  COR BRANCA- SANTA LUZIA (maca); 29/01/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 119,10; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS MÉDICOS;6112; CARRO PADIOLA DE 5  COR BRANCA- SANTA LUZIA (maca); 29/01/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 119,10; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4801; CRIADO MUDO C/ 3 GAVETAS COR BEGE- CONFIANÇA; 29/01/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 30,80; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4802; CRIADO MUDO C/ 3 GAVETAS COR BEGE- CONFIANÇA; 29/01/2013; BENS INSERVÍVEIS; Ativo;R$ 30,80; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;5237; MESA DE 4 CADEIRAS-FRITZ; 29/01/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 65,50; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;5269; MESA PARA MASSAGEM COR BRANCA- SANTA LUZIA; 29/01/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 59,50; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;5274; MESA PARA MASSAGEM COR BRANCA- SANTA LUZIA; 29/01/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 59,50; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;5275; MESA PARA MASSAGEM COR BRANCA- SANTA LUZIA; 29/01/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 59,50; Compra Normal
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA; MOVEIS; Cod.: 2 - ELETRONICOS;165; AR CONDICIONADO SPLINTT 9000 BTUS CONSUL; 29/01/2013; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 177,90; Compra
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4797; ARMÁRIO 2 PORTAS COR BEGE- USA MÓVEIS; 17/01/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 66,98; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4773; ARQUIVO 4 GAVETAS COR BEGE- USA MÓVEIS; 17/01/2013; FUNDO MUNICIPAL DE SAUDE; Baixado;R$ 331,43; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4774; ARQUIVO 4 GAVETAS COR BEGE- USA MÓVEIS; 17/01/2013; FUNDO MUNICIPAL DE SAUDE; Baixado;R$ 331,43; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4800; ARQUIVO 4 GAVETAS COR BEGE- USA MÓVEIS; 17/01/2013; FUNDO MUNICIPAL DE SAUDE; Baixado;R$ 331,43; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4795; MESA C/ 2 GAVETAS COR BEGE- USA MÓVEIS; 17/01/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 44,10; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;6411; MESA C/ 2 GAVETAS COR BEGE- USA MÓVEIS; 17/01/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 44,10; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4798; MESA 1,20 X 1,20 COR BEGE- USA MÓVEIS; 17/01/2013; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 51,60; Compra Normal
