Rubrica natureza;Descrição natureza receita;Categoria econômica;Origem da receita;Especie da receita;Tipo da receita;Rubrica receita;Alínea da receita;Subalínea da receita;Desdobramento nível 1;Desdobramento nível 2;Desdobramento nível 3;Finalidade da receita;Forma de ingresso;Órgão;Unidade;Organograma;Valor orçado R$;Orçado atualizado R$;Orçado deduções R$;Valor lançado mês;Valor arrecadado mês;Valor arrecadado acumulado até o mês;Orçado líquido atualizado R$;Realizado (%)
 417213456000000; Transf. de Recursos do FNAS/PBV_SCFV; RECEITAS CORRENTES; TRANSFERÊNCIAS CORRENTES; TRANSFERÊNCIAS INTERGOVERNAMENTAIS; Receita Corrente; Transferências da União; Transf. de recursos do fund. nac. as.social - fnas; Transf. de Recursos do FNAS/PBV_SCFV; Transf. de Recursos do FNAS/PBV_SCFV; Transf. de Recursos do FNAS/PBV_SCFV; Transf. de Recursos do FNAS/PBV_SCFV; Transf. de Recursos do FNAS/PBV_SCFV; Receita Orçada; SECRETARIA DE DESENVOLVIMENTO SOCIAL; FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL; FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 12.880,00; R$ 19.320,00; R$ 0,00; 0
 417213456000000; Transf. de Recursos do FNAS/PBV_SCFV; RECEITAS CORRENTES; TRANSFERÊNCIAS CORRENTES; TRANSFERÊNCIAS INTERGOVERNAMENTAIS; Receita Corrente; Transferências da União; Transf. de recursos do fund. nac. as.social - fnas; Transf. de Recursos do FNAS/PBV_SCFV; Transf. de Recursos do FNAS/PBV_SCFV; Transf. de Recursos do FNAS/PBV_SCFV; Transf. de Recursos do FNAS/PBV_SCFV; Transf. de Recursos do FNAS/PBV_SCFV; Receita Orçada; SECRETARIA DE DESENVOLVIMENTO SOCIAL; FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL; FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 19.320,00; R$ 0,00; 0
 417213456000000; Transf. de Recursos do FNAS/PBV_SCFV; RECEITAS CORRENTES; TRANSFERÊNCIAS CORRENTES; TRANSFERÊNCIAS INTERGOVERNAMENTAIS; Receita Corrente; Transferências da União; Transf. de recursos do fund. nac. as.social - fnas; Transf. de Recursos do FNAS/PBV_SCFV; Transf. de Recursos do FNAS/PBV_SCFV; Transf. de Recursos do FNAS/PBV_SCFV; Transf. de Recursos do FNAS/PBV_SCFV; Transf. de Recursos do FNAS/PBV_SCFV; Receita Orçada; SECRETARIA DE DESENVOLVIMENTO SOCIAL; FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL; FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 19.320,00; R$ 0,00; 0
 417213456000000; Transf. de Recursos do FNAS/PBV_SCFV; RECEITAS CORRENTES; TRANSFERÊNCIAS CORRENTES; TRANSFERÊNCIAS INTERGOVERNAMENTAIS; Receita Corrente; Transferências da União; Transf. de recursos do fund. nac. as.social - fnas; Transf. de Recursos do FNAS/PBV_SCFV; Transf. de Recursos do FNAS/PBV_SCFV; Transf. de Recursos do FNAS/PBV_SCFV; Transf. de Recursos do FNAS/PBV_SCFV; Transf. de Recursos do FNAS/PBV_SCFV; Receita Orçada; SECRETARIA DE DESENVOLVIMENTO SOCIAL; FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL; FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 57.545,01; R$ 0,00; 0
 417213456000000; Transf. de Recursos do FNAS/PBV_SCFV; RECEITAS CORRENTES; TRANSFERÊNCIAS CORRENTES; TRANSFERÊNCIAS INTERGOVERNAMENTAIS; Receita Corrente; Transferências da União; Transf. de recursos do fund. nac. as.social - fnas; Transf. de Recursos do FNAS/PBV_SCFV; Transf. de Recursos do FNAS/PBV_SCFV; Transf. de Recursos do FNAS/PBV_SCFV; Transf. de Recursos do FNAS/PBV_SCFV; Transf. de Recursos do FNAS/PBV_SCFV; Receita Orçada; SECRETARIA DE DESENVOLVIMENTO SOCIAL; FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL; FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 57.545,01; R$ 0,00; 0
 417213456000000; Transf. de Recursos do FNAS/PBV_SCFV; RECEITAS CORRENTES; TRANSFERÊNCIAS CORRENTES; TRANSFERÊNCIAS INTERGOVERNAMENTAIS; Receita Corrente; Transferências da União; Transf. de recursos do fund. nac. as.social - fnas; Transf. de Recursos do FNAS/PBV_SCFV; Transf. de Recursos do FNAS/PBV_SCFV; Transf. de Recursos do FNAS/PBV_SCFV; Transf. de Recursos do FNAS/PBV_SCFV; Transf. de Recursos do FNAS/PBV_SCFV; Receita Orçada; SECRETARIA DE DESENVOLVIMENTO SOCIAL; FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL; FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 19.180,00; R$ 76.725,01; R$ 0,00; 0
 417213501000000; Transferências do Salário-Educação; RECEITAS CORRENTES; TRANSFERÊNCIAS CORRENTES; TRANSFERÊNCIAS INTERGOVERNAMENTAIS; Receita Corrente; Transferências da União; Transf. de Recursos do Fund.Nac.Des.Educação -FDNE; Transferências do Salário-Educação; Transferências do Salário-Educação; Transferências do Salário-Educação; Transferências do Salário-Educação; Transferências do Salário-Educação; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 69.995,87; R$ 142.858,23; R$ 0,00; 100
 417213501000000; Transferências do Salário-Educação; RECEITAS CORRENTES; TRANSFERÊNCIAS CORRENTES; TRANSFERÊNCIAS INTERGOVERNAMENTAIS; Receita Corrente; Transferências da União; Transf. de Recursos do Fund.Nac.Des.Educação -FDNE; Transferências do Salário-Educação; Transferências do Salário-Educação; Transferências do Salário-Educação; Transferências do Salário-Educação; Transferências do Salário-Educação; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 40.400,64; R$ 224.197,13; R$ 0,00; 100
 417213501000000; Transferências do Salário-Educação; RECEITAS CORRENTES; TRANSFERÊNCIAS CORRENTES; TRANSFERÊNCIAS INTERGOVERNAMENTAIS; Receita Corrente; Transferências da União; Transf. de Recursos do Fund.Nac.Des.Educação -FDNE; Transferências do Salário-Educação; Transferências do Salário-Educação; Transferências do Salário-Educação; Transferências do Salário-Educação; Transferências do Salário-Educação; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 40.473,33; R$ 304.423,90; R$ 0,00; 100
 417213501000000; Transferências do Salário-Educação; RECEITAS CORRENTES; TRANSFERÊNCIAS CORRENTES; TRANSFERÊNCIAS INTERGOVERNAMENTAIS; Receita Corrente; Transferências da União; Transf. de Recursos do Fund.Nac.Des.Educação -FDNE; Transferências do Salário-Educação; Transferências do Salário-Educação; Transferências do Salário-Educação; Transferências do Salário-Educação; Transferências do Salário-Educação; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 39.232,26; R$ 426.181,29; R$ 0,00; 100
 417213501000000; Transferências do Salário-Educação; RECEITAS CORRENTES; TRANSFERÊNCIAS CORRENTES; TRANSFERÊNCIAS INTERGOVERNAMENTAIS; Receita Corrente; Transferências da União; Transf. de Recursos do Fund.Nac.Des.Educação -FDNE; Transferências do Salário-Educação; Transferências do Salário-Educação; Transferências do Salário-Educação; Transferências do Salário-Educação; Transferências do Salário-Educação; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 42.579,27; R$ 468.760,56; R$ 0,00; 100
 411120203000000; IPTU - Vinculados Saúde; RECEITAS CORRENTES; RECEITA TRIBUTÁRIA; IMPOSTOS; Receita Corrente; Impostos sobre o Patrimônio e a Renda; Imposto s/ propriedade predial e territ. urbana; IPTU - Vinculados Saúde; IPTU - Vinculados Saúde; IPTU - Vinculados Saúde; IPTU - Vinculados Saúde; IPTU - Vinculados Saúde; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 7.154,55; R$ 260.527,39; R$ 0,00; 25
 411120203000000; IPTU - Vinculados Saúde; RECEITAS CORRENTES; RECEITA TRIBUTÁRIA; IMPOSTOS; Receita Corrente; Impostos sobre o Patrimônio e a Renda; Imposto s/ propriedade predial e territ. urbana; IPTU - Vinculados Saúde; IPTU - Vinculados Saúde; IPTU - Vinculados Saúde; IPTU - Vinculados Saúde; IPTU - Vinculados Saúde; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 2.485,49; R$ 273.262,49; R$ 0,00; 25
 411120203000000; IPTU - Vinculados Saúde; RECEITAS CORRENTES; RECEITA TRIBUTÁRIA; IMPOSTOS; Receita Corrente; Impostos sobre o Patrimônio e a Renda; Imposto s/ propriedade predial e territ. urbana; IPTU - Vinculados Saúde; IPTU - Vinculados Saúde; IPTU - Vinculados Saúde; IPTU - Vinculados Saúde; IPTU - Vinculados Saúde; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 2.047,53; R$ 278.110,11; R$ 0,00; 25
 411120431010000; IRRF - Recursos Ordinários; RECEITAS CORRENTES; RECEITA TRIBUTÁRIA; IMPOSTOS; Receita Corrente; Impostos sobre o Patrimônio e a Renda; Imposto s/ Renda e Proventos de Qualquer Natureza; Retido nas fontes - trabalho; IRRF - Recursos Ordinários; IRRF - Recursos Ordinários; IRRF - Recursos Ordinários; IRRF - Recursos Ordinários; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 150.589,00; R$ 150.589,00; R$ 0,00; R$ 0,00; R$ 2.532,09; R$ 2.532,09; R$ 150.589,00; 25
 411120431010000; IRRF - Recursos Ordinários; RECEITAS CORRENTES; RECEITA TRIBUTÁRIA; IMPOSTOS; Receita Corrente; Impostos sobre o Patrimônio e a Renda; Imposto s/ Renda e Proventos de Qualquer Natureza; Retido nas fontes - trabalho; IRRF - Recursos Ordinários; IRRF - Recursos Ordinários; IRRF - Recursos Ordinários; IRRF - Recursos Ordinários; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 5.232,32; R$ 7.764,41; R$ 0,00; 25
 411120431010000; IRRF - Recursos Ordinários; RECEITAS CORRENTES; RECEITA TRIBUTÁRIA; IMPOSTOS; Receita Corrente; Impostos sobre o Patrimônio e a Renda; Imposto s/ Renda e Proventos de Qualquer Natureza; Retido nas fontes - trabalho; IRRF - Recursos Ordinários; IRRF - Recursos Ordinários; IRRF - Recursos Ordinários; IRRF - Recursos Ordinários; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 11.252,29; R$ 31.890,84; R$ 0,00; 25
 411120431010000; IRRF - Recursos Ordinários; RECEITAS CORRENTES; RECEITA TRIBUTÁRIA; IMPOSTOS; Receita Corrente; Impostos sobre o Patrimônio e a Renda; Imposto s/ Renda e Proventos de Qualquer Natureza; Retido nas fontes - trabalho; IRRF - Recursos Ordinários; IRRF - Recursos Ordinários; IRRF - Recursos Ordinários; IRRF - Recursos Ordinários; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 13.137,49; R$ 45.028,33; R$ 0,00; 25
 411120431010000; IRRF - Recursos Ordinários; RECEITAS CORRENTES; RECEITA TRIBUTÁRIA; IMPOSTOS; Receita Corrente; Impostos sobre o Patrimônio e a Renda; Imposto s/ Renda e Proventos de Qualquer Natureza; Retido nas fontes - trabalho; IRRF - Recursos Ordinários; IRRF - Recursos Ordinários; IRRF - Recursos Ordinários; IRRF - Recursos Ordinários; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 14.620,19; R$ 74.138,60; R$ 0,00; 25
 411120431010000; IRRF - Recursos Ordinários; RECEITAS CORRENTES; RECEITA TRIBUTÁRIA; IMPOSTOS; Receita Corrente; Impostos sobre o Patrimônio e a Renda; Imposto s/ Renda e Proventos de Qualquer Natureza; Retido nas fontes - trabalho; IRRF - Recursos Ordinários; IRRF - Recursos Ordinários; IRRF - Recursos Ordinários; IRRF - Recursos Ordinários; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 14.616,39; R$ 88.754,99; R$ 0,00; 25
 411120431010000; IRRF - Recursos Ordinários; RECEITAS CORRENTES; RECEITA TRIBUTÁRIA; IMPOSTOS; Receita Corrente; Impostos sobre o Patrimônio e a Renda; Imposto s/ Renda e Proventos de Qualquer Natureza; Retido nas fontes - trabalho; IRRF - Recursos Ordinários; IRRF - Recursos Ordinários; IRRF - Recursos Ordinários; IRRF - Recursos Ordinários; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 13.714,02; R$ 117.522,15; R$ 0,00; 25
 411120431010000; IRRF - Recursos Ordinários; RECEITAS CORRENTES; RECEITA TRIBUTÁRIA; IMPOSTOS; Receita Corrente; Impostos sobre o Patrimônio e a Renda; Imposto s/ Renda e Proventos de Qualquer Natureza; Retido nas fontes - trabalho; IRRF - Recursos Ordinários; IRRF - Recursos Ordinários; IRRF - Recursos Ordinários; IRRF - Recursos Ordinários; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 23.994,15; R$ 156.772,15; R$ 0,00; 25
 411120431020000; IRRF - Vinculados Educação; RECEITAS CORRENTES; RECEITA TRIBUTÁRIA; IMPOSTOS; Receita Corrente; Impostos sobre o Patrimônio e a Renda; Imposto s/ Renda e Proventos de Qualquer Natureza; Retido nas fontes - trabalho; IRRF - Vinculados Educação; IRRF - Vinculados Educação; IRRF - Vinculados Educação; IRRF - Vinculados Educação; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 2.180,16; R$ 3.235,20; R$ 0,00; 0
 411120431020000; IRRF - Vinculados Educação; RECEITAS CORRENTES; RECEITA TRIBUTÁRIA; IMPOSTOS; Receita Corrente; Impostos sobre o Patrimônio e a Renda; Imposto s/ Renda e Proventos de Qualquer Natureza; Retido nas fontes - trabalho; IRRF - Vinculados Educação; IRRF - Vinculados Educação; IRRF - Vinculados Educação; IRRF - Vinculados Educação; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 4.688,45; R$ 13.287,89; R$ 0,00; 0
 411120431020000; IRRF - Vinculados Educação; RECEITAS CORRENTES; RECEITA TRIBUTÁRIA; IMPOSTOS; Receita Corrente; Impostos sobre o Patrimônio e a Renda; Imposto s/ Renda e Proventos de Qualquer Natureza; Retido nas fontes - trabalho; IRRF - Vinculados Educação; IRRF - Vinculados Educação; IRRF - Vinculados Educação; IRRF - Vinculados Educação; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 5.473,98; R$ 18.761,87; R$ 0,00; 0
 411120431020000; IRRF - Vinculados Educação; RECEITAS CORRENTES; RECEITA TRIBUTÁRIA; IMPOSTOS; Receita Corrente; Impostos sobre o Patrimônio e a Renda; Imposto s/ Renda e Proventos de Qualquer Natureza; Retido nas fontes - trabalho; IRRF - Vinculados Educação; IRRF - Vinculados Educação; IRRF - Vinculados Educação; IRRF - Vinculados Educação; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 6.091,76; R$ 30.891,17; R$ 0,00; 0
 411120431020000; IRRF - Vinculados Educação; RECEITAS CORRENTES; RECEITA TRIBUTÁRIA; IMPOSTOS; Receita Corrente; Impostos sobre o Patrimônio e a Renda; Imposto s/ Renda e Proventos de Qualquer Natureza; Retido nas fontes - trabalho; IRRF - Vinculados Educação; IRRF - Vinculados Educação; IRRF - Vinculados Educação; IRRF - Vinculados Educação; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 6.272,14; R$ 43.253,48; R$ 0,00; 0
 411120431020000; IRRF - Vinculados Educação; RECEITAS CORRENTES; RECEITA TRIBUTÁRIA; IMPOSTOS; Receita Corrente; Impostos sobre o Patrimônio e a Renda; Imposto s/ Renda e Proventos de Qualquer Natureza; Retido nas fontes - trabalho; IRRF - Vinculados Educação; IRRF - Vinculados Educação; IRRF - Vinculados Educação; IRRF - Vinculados Educação; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 6.356,62; R$ 55.324,29; R$ 0,00; 0
 411120431030000; IRRF - Viculados Saúde; RECEITAS CORRENTES; RECEITA TRIBUTÁRIA; IMPOSTOS; Receita Corrente; Impostos sobre o Patrimônio e a Renda; Imposto s/ Renda e Proventos de Qualquer Natureza; Retido nas fontes - trabalho; IRRF - Viculados Saúde; IRRF - Viculados Saúde; IRRF - Viculados Saúde; IRRF - Viculados Saúde; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 37.647,00; R$ 37.647,00; R$ 0,00; R$ 0,00; R$ 633,01; R$ 633,01; R$ 37.647,00; 25
 411120431030000; IRRF - Viculados Saúde; RECEITAS CORRENTES; RECEITA TRIBUTÁRIA; IMPOSTOS; Receita Corrente; Impostos sobre o Patrimônio e a Renda; Imposto s/ Renda e Proventos de Qualquer Natureza; Retido nas fontes - trabalho; IRRF - Viculados Saúde; IRRF - Viculados Saúde; IRRF - Viculados Saúde; IRRF - Viculados Saúde; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 3.218,55; R$ 5.159,65; R$ 0,00; 25
 411120431030000; IRRF - Viculados Saúde; RECEITAS CORRENTES; RECEITA TRIBUTÁRIA; IMPOSTOS; Receita Corrente; Impostos sobre o Patrimônio e a Renda; Imposto s/ Renda e Proventos de Qualquer Natureza; Retido nas fontes - trabalho; IRRF - Viculados Saúde; IRRF - Viculados Saúde; IRRF - Viculados Saúde; IRRF - Viculados Saúde; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 3.284,39; R$ 11.257,10; R$ 0,00; 25
 411120431030000; IRRF - Viculados Saúde; RECEITAS CORRENTES; RECEITA TRIBUTÁRIA; IMPOSTOS; Receita Corrente; Impostos sobre o Patrimônio e a Renda; Imposto s/ Renda e Proventos de Qualquer Natureza; Retido nas fontes - trabalho; IRRF - Viculados Saúde; IRRF - Viculados Saúde; IRRF - Viculados Saúde; IRRF - Viculados Saúde; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 3.655,05; R$ 18.534,68; R$ 0,00; 25
 411120431030000; IRRF - Viculados Saúde; RECEITAS CORRENTES; RECEITA TRIBUTÁRIA; IMPOSTOS; Receita Corrente; Impostos sobre o Patrimônio e a Renda; Imposto s/ Renda e Proventos de Qualquer Natureza; Retido nas fontes - trabalho; IRRF - Viculados Saúde; IRRF - Viculados Saúde; IRRF - Viculados Saúde; IRRF - Viculados Saúde; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 3.763,28; R$ 25.952,06; R$ 0,00; 25
 411120431030000; IRRF - Viculados Saúde; RECEITAS CORRENTES; RECEITA TRIBUTÁRIA; IMPOSTOS; Receita Corrente; Impostos sobre o Patrimônio e a Renda; Imposto s/ Renda e Proventos de Qualquer Natureza; Retido nas fontes - trabalho; IRRF - Viculados Saúde; IRRF - Viculados Saúde; IRRF - Viculados Saúde; IRRF - Viculados Saúde; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 3.428,50; R$ 29.380,56; R$ 0,00; 25
 411120431030000; IRRF - Viculados Saúde; RECEITAS CORRENTES; RECEITA TRIBUTÁRIA; IMPOSTOS; Receita Corrente; Impostos sobre o Patrimônio e a Renda; Imposto s/ Renda e Proventos de Qualquer Natureza; Retido nas fontes - trabalho; IRRF - Viculados Saúde; IRRF - Viculados Saúde; IRRF - Viculados Saúde; IRRF - Viculados Saúde; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 5.998,52; R$ 39.193,04; R$ 0,00; 25
 411120801000000; ITBI - Recursos Ordinários; RECEITAS CORRENTES; RECEITA TRIBUTÁRIA; IMPOSTOS; Receita Corrente; Impostos sobre o Patrimônio e a Renda; Imposto s/transm inter vivos de bens imoveis e dir; ITBI - Recursos Ordinários; ITBI - Recursos Ordinários; ITBI - Recursos Ordinários; ITBI - Recursos Ordinários; ITBI - Recursos Ordinários; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 62.640,89; R$ 121.263,56; R$ 0,00; 25
 417210102100300; Cota-Parte do FPM - Vincullados Saúde; RECEITAS CORRENTES; TRANSFERÊNCIAS CORRENTES; TRANSFERÊNCIAS INTERGOVERNAMENTAIS; Receita Corrente; Transferências da União; Participação na Receita da União; Cota-Parte do Fundo de Participação dos Municípios; Cota-Parte do FPM  CF, art. 159, I, alínea b; Cota-Parte do FPM - Vincullados Saúde; Cota-Parte do FPM - Vincullados Saúde; Cota-Parte do FPM - Vincullados Saúde; Receita Orçada; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 71.618,75; R$ 801.325,87; R$ 0,00; 25
